Start,Finish,Active Calories (kcal)
05-Nov-2019 00:00,06-Nov-2019 00:00,727.242000000002
06-Nov-2019 00:00,07-Nov-2019 00:00,733.838999999999
07-Nov-2019 00:00,08-Nov-2019 00:00,440.857
08-Nov-2019 00:00,09-Nov-2019 00:00,388.26
09-Nov-2019 00:00,10-Nov-2019 00:00,672.21345482381
10-Nov-2019 00:00,11-Nov-2019 00:00,525.600545176193
11-Nov-2019 00:00,12-Nov-2019 00:00,1308.228
12-Nov-2019 00:00,13-Nov-2019 00:00,1036.268
13-Nov-2019 00:00,14-Nov-2019 00:00,1060.47371770772
14-Nov-2019 00:00,15-Nov-2019 00:00,693.876282292278
15-Nov-2019 00:00,16-Nov-2019 00:00,516.017
16-Nov-2019 00:00,17-Nov-2019 00:00,1051.026
17-Nov-2019 00:00,18-Nov-2019 00:00,60.165
18-Nov-2019 00:00,19-Nov-2019 00:00,1058.985
19-Nov-2019 00:00,20-Nov-2019 00:00,772.203
20-Nov-2019 00:00,21-Nov-2019 00:00,665.043
21-Nov-2019 00:00,22-Nov-2019 00:00,1618.90501858308
22-Nov-2019 00:00,23-Nov-2019 00:00,715.773981416967
23-Nov-2019 00:00,24-Nov-2019 00:00,1396.23810238193
24-Nov-2019 00:00,25-Nov-2019 00:00,284.938897618052
25-Nov-2019 00:00,26-Nov-2019 00:00,686.208000000003
26-Nov-2019 00:00,27-Nov-2019 00:00,290.345
27-Nov-2019 00:00,28-Nov-2019 00:00,901.492191988789
28-Nov-2019 00:00,29-Nov-2019 00:00,730.777808011212
29-Nov-2019 00:00,30-Nov-2019 00:00,814.722789270347
30-Nov-2019 00:00,01-Dec-2019 00:00,670.820196890391
01-Dec-2019 00:00,02-Dec-2019 00:00,551.800013839262
02-Dec-2019 00:00,03-Dec-2019 00:00,933.125999999997
03-Dec-2019 00:00,04-Dec-2019 00:00,708.532
04-Dec-2019 00:00,05-Dec-2019 00:00,736.802982760882
05-Dec-2019 00:00,06-Dec-2019 00:00,1235.13101723913
06-Dec-2019 00:00,07-Dec-2019 00:00,449.82
07-Dec-2019 00:00,08-Dec-2019 00:00,991.206000000006
08-Dec-2019 00:00,09-Dec-2019 00:00,498.67484648489
09-Dec-2019 00:00,10-Dec-2019 00:00,463.46115351511
10-Dec-2019 00:00,11-Dec-2019 00:00,635.955
11-Dec-2019 00:00,12-Dec-2019 00:00,677.741
12-Dec-2019 00:00,13-Dec-2019 00:00,895.937183620175
13-Dec-2019 00:00,14-Dec-2019 00:00,662.960816379823
14-Dec-2019 00:00,15-Dec-2019 00:00,694.828954886457
15-Dec-2019 00:00,16-Dec-2019 00:00,534.700045113544
16-Dec-2019 00:00,17-Dec-2019 00:00,721.22
17-Dec-2019 00:00,18-Dec-2019 00:00,729.234999999999
18-Dec-2019 00:00,19-Dec-2019 00:00,971.782000000015
19-Dec-2019 00:00,20-Dec-2019 00:00,221.955
20-Dec-2019 00:00,21-Dec-2019 00:00,352.129176758961
21-Dec-2019 00:00,22-Dec-2019 00:00,712.978919535712
22-Dec-2019 00:00,23-Dec-2019 00:00,317.402903705328
23-Dec-2019 00:00,24-Dec-2019 00:00,588.186000000001
24-Dec-2019 00:00,25-Dec-2019 00:00,853.037
25-Dec-2019 00:00,26-Dec-2019 00:00,727.113007757551
26-Dec-2019 00:00,27-Dec-2019 00:00,224.26799224245
27-Dec-2019 00:00,28-Dec-2019 00:00,2.041
28-Dec-2019 00:00,29-Dec-2019 00:00,198.530333703602
29-Dec-2019 00:00,30-Dec-2019 00:00,560.968666296399
30-Dec-2019 00:00,31-Dec-2019 00:00,623.895
31-Dec-2019 00:00,01-Jan-2020 00:00,655.617850806099
01-Jan-2020 00:00,02-Jan-2020 00:00,1063.7051491939
02-Jan-2020 00:00,03-Jan-2020 00:00,359.163
03-Jan-2020 00:00,04-Jan-2020 00:00,338.684311963163
04-Jan-2020 00:00,05-Jan-2020 00:00,124.871750742478
05-Jan-2020 00:00,06-Jan-2020 00:00,208.993937294359
06-Jan-2020 00:00,07-Jan-2020 00:00,620.1
07-Jan-2020 00:00,08-Jan-2020 00:00,373.131000000002
08-Jan-2020 00:00,09-Jan-2020 00:00,745.868187858517
09-Jan-2020 00:00,10-Jan-2020 00:00,970.877350730822
10-Jan-2020 00:00,11-Jan-2020 00:00,329.737461410669
11-Jan-2020 00:00,12-Jan-2020 00:00,485.051000000011
12-Jan-2020 00:00,13-Jan-2020 00:00,18.412
13-Jan-2020 00:00,14-Jan-2020 00:00,926.659000000002
14-Jan-2020 00:00,15-Jan-2020 00:00,403.848
15-Jan-2020 00:00,16-Jan-2020 00:00,529.584
16-Jan-2020 00:00,17-Jan-2020 00:00,181.686
17-Jan-2020 00:00,18-Jan-2020 00:00,958.710000000047
18-Jan-2020 00:00,19-Jan-2020 00:00,606.33644371551
19-Jan-2020 00:00,20-Jan-2020 00:00,33.2865562844942
20-Jan-2020 00:00,21-Jan-2020 00:00,11.611
21-Jan-2020 00:00,22-Jan-2020 00:00,484.161000000001
22-Jan-2020 00:00,23-Jan-2020 00:00,716.112733945266
23-Jan-2020 00:00,24-Jan-2020 00:00,364.777266054733
24-Jan-2020 00:00,25-Jan-2020 00:00,416.654
25-Jan-2020 00:00,26-Jan-2020 00:00,77.813
26-Jan-2020 00:00,27-Jan-2020 00:00,144.911277133652
27-Jan-2020 00:00,28-Jan-2020 00:00,612.225722866347
28-Jan-2020 00:00,29-Jan-2020 00:00,666.533
29-Jan-2020 00:00,30-Jan-2020 00:00,168.677384650306
30-Jan-2020 00:00,31-Jan-2020 00:00,348.948615349694
31-Jan-2020 00:00,01-Feb-2020 00:00,366.672775391673
01-Feb-2020 00:00,02-Feb-2020 00:00,2952.12922460765
02-Feb-2020 00:00,03-Feb-2020 00:00,7.226
03-Feb-2020 00:00,04-Feb-2020 00:00,0.0
04-Feb-2020 00:00,05-Feb-2020 00:00,640.38900000001
05-Feb-2020 00:00,06-Feb-2020 00:00,94.769
06-Feb-2020 00:00,07-Feb-2020 00:00,260.3242447246
07-Feb-2020 00:00,08-Feb-2020 00:00,272.359379953728
08-Feb-2020 00:00,09-Feb-2020 00:00,882.466546389352
09-Feb-2020 00:00,10-Feb-2020 00:00,226.238828932323
10-Feb-2020 00:00,11-Feb-2020 00:00,553.522
11-Feb-2020 00:00,12-Feb-2020 00:00,649.523
12-Feb-2020 00:00,13-Feb-2020 00:00,324.67708422785
13-Feb-2020 00:00,14-Feb-2020 00:00,534.287463118385
14-Feb-2020 00:00,15-Feb-2020 00:00,652.411344370655
15-Feb-2020 00:00,16-Feb-2020 00:00,509.831108283114
16-Feb-2020 00:00,17-Feb-2020 00:00,0.0
