In bed start,In bed Finish,Minutes in bed,Minutes asleep,Time to fall sleep,Number of sleep periods
01-Sep-2017 06:08,01-Sep-2017 06:11,3.13333333333333,0.0,0.0,0
01-Sep-2017 06:21,01-Sep-2017 06:21,0.266666666666667,0.0,0.0,0
01-Sep-2017 06:40,01-Sep-2017 06:55,15.0,0.0,0.0,0
01-Sep-2017 06:55,01-Sep-2017 06:55,0.2,0.0,0.0,0
01-Sep-2017 06:56,01-Sep-2017 06:58,1.93333333333333,0.0,0.0,0
01-Sep-2017 06:59,01-Sep-2017 06:59,0.466666666666667,0.0,0.0,0
03-Sep-2017 23:00,04-Sep-2017 07:00,480.676669783394,0.0,0.0,0
05-Sep-2017 00:57,05-Sep-2017 06:47,349.6,0.0,0.0,0
05-Sep-2017 06:49,05-Sep-2017 07:21,31.8,0.0,0.0,0
05-Sep-2017 07:24,05-Sep-2017 07:26,1.66666666666667,0.0,0.0,0
05-Sep-2017 07:27,05-Sep-2017 07:28,1.04629233380159,0.0,0.0,0
05-Sep-2017 23:38,06-Sep-2017 07:02,444.2,0.0,0.0,0
06-Sep-2017 23:00,07-Sep-2017 07:00,480.07232948343,0.0,0.0,0
08-Sep-2017 00:01,08-Sep-2017 07:00,418.822719666362,0.0,0.0,0
10-Sep-2017 23:52,11-Sep-2017 00:12,19.8666666666667,0.0,0.0,0
11-Sep-2017 00:33,11-Sep-2017 07:00,387.2,0.0,0.0,0
11-Sep-2017 07:00,11-Sep-2017 07:00,0.2,0.0,0.0,0
11-Sep-2017 23:21,12-Sep-2017 07:11,470.133333333333,0.0,0.0,0
13-Sep-2017 00:42,13-Sep-2017 07:00,377.854066433509,0.0,0.0,0
13-Sep-2017 23:00,14-Sep-2017 06:48,468.8,0.0,0.0,0
14-Sep-2017 06:53,14-Sep-2017 06:53,0.8,0.0,0.0,0
14-Sep-2017 23:00,15-Sep-2017 07:06,486.0,0.0,0.0,0
15-Sep-2017 07:06,15-Sep-2017 07:10,3.66666666666667,0.0,0.0,0
17-Sep-2017 23:19,18-Sep-2017 07:00,461.533333333333,0.0,0.0,0
19-Sep-2017 06:09,19-Sep-2017 07:09,60.3199526498715,0.0,0.0,0
19-Sep-2017 23:11,20-Sep-2017 07:09,478.890101700028,0.0,0.0,0
20-Sep-2017 23:00,21-Sep-2017 07:00,480.232213450472,0.0,0.0,0
22-Sep-2017 00:07,22-Sep-2017 07:10,422.289412800471,0.0,0.0,0
24-Sep-2017 23:51,25-Sep-2017 07:02,430.761463832855,0.0,0.0,0
25-Sep-2017 23:58,26-Sep-2017 06:59,421.0,0.0,0.0,0
26-Sep-2017 23:00,27-Sep-2017 07:21,501.159486266971,0.0,0.0,0
27-Sep-2017 23:12,28-Sep-2017 06:42,450.333333333333,0.0,0.0,0
28-Sep-2017 06:44,28-Sep-2017 07:29,44.5333333333333,0.0,0.0,0
28-Sep-2017 07:29,28-Sep-2017 07:38,9.16981138288975,0.0,0.0,0
28-Sep-2017 23:22,29-Sep-2017 06:57,455.066666666667,0.0,0.0,0
29-Sep-2017 06:58,29-Sep-2017 07:00,1.99330148299535,0.0,0.0,0
02-Oct-2017 00:08,02-Oct-2017 06:58,409.6,0.0,0.0,0
02-Oct-2017 23:39,03-Oct-2017 06:38,419.2,0.0,0.0,0
03-Oct-2017 06:40,03-Oct-2017 06:40,0.4,0.0,0.0,0
03-Oct-2017 06:56,03-Oct-2017 07:01,5.66666666666667,0.0,0.0,0
03-Oct-2017 23:29,04-Oct-2017 06:48,438.6,0.0,0.0,0
04-Oct-2017 06:48,04-Oct-2017 06:48,0.0666666666666667,0.0,0.0,0
04-Oct-2017 23:00,05-Oct-2017 07:59,539.388376800219,0.0,0.0,0
05-Oct-2017 23:29,06-Oct-2017 07:00,451.026908099651,0.0,0.0,0
08-Oct-2017 23:05,09-Oct-2017 07:00,475.40274216632,0.0,0.0,0
09-Oct-2017 23:11,10-Oct-2017 06:57,465.333333333333,0.0,0.0,0
10-Oct-2017 23:00,11-Oct-2017 06:33,453.066666666667,0.0,0.0,0
11-Oct-2017 06:41,11-Oct-2017 06:43,1.13333333333333,0.0,0.0,0
11-Oct-2017 06:56,11-Oct-2017 06:57,0.466666666666667,0.0,0.0,0
11-Oct-2017 23:00,12-Oct-2017 06:36,456.2,0.0,0.0,0
12-Oct-2017 06:36,12-Oct-2017 07:37,61.0,0.0,0.0,0
13-Oct-2017 00:20,13-Oct-2017 07:38,438.6,0.0,0.0,0
16-Oct-2017 05:29,16-Oct-2017 07:00,90.5548617998759,0.0,0.0,0
17-Oct-2017 01:14,17-Oct-2017 07:57,402.867308650414,0.0,0.0,0
18-Oct-2017 00:57,18-Oct-2017 07:00,362.358388612668,0.0,0.0,0
18-Oct-2017 23:24,19-Oct-2017 07:00,456.323412872354,0.0,0.0,0
20-Oct-2017 00:34,20-Oct-2017 06:22,348.06565801998,0.0,0.0,0
20-Oct-2017 06:34,20-Oct-2017 07:08,33.8,0.0,0.0,0
20-Oct-2017 07:12,20-Oct-2017 07:13,1.46666666666667,0.0,0.0,0
22-Oct-2017 23:00,23-Oct-2017 07:00,480.253616499901,0.0,0.0,0
23-Oct-2017 23:00,24-Oct-2017 02:25,205.2,0.0,0.0,0
24-Oct-2017 02:25,24-Oct-2017 02:27,1.86666666666667,0.0,0.0,0
