In bed start,In bed Finish,Minutes in bed,Minutes asleep,Time to fall sleep,Number of sleep periods
14-Apr-2020 02:19,14-Apr-2020 07:25,306.166666666667,0.0,0.0,0
15-Apr-2020 01:43,15-Apr-2020 01:43,0.1,0.0,0.0,0
15-Apr-2020 01:58,15-Apr-2020 01:59,0.1,0.0,0.0,0
15-Apr-2020 01:59,15-Apr-2020 01:59,0.0166666666666667,0.0,0.0,0
15-Apr-2020 02:04,15-Apr-2020 06:25,260.833333333333,0.0,0.0,0
15-Apr-2020 06:33,15-Apr-2020 07:06,33.1067998170853,0.0,0.0,0
16-Apr-2020 06:30,16-Apr-2020 08:05,94.4064341704051,0.0,0.0,0
17-Apr-2020 06:31,17-Apr-2020 08:02,90.7378645221392,0.0,0.0,0
20-Apr-2020 04:40,20-Apr-2020 07:41,181.366666666667,0.0,0.0,0
21-Apr-2020 01:38,21-Apr-2020 07:06,328.771748566627,0.0,0.0,0
21-Apr-2020 23:39,22-Apr-2020 07:34,474.933333333333,0.0,0.0,0
23-Apr-2020 01:59,23-Apr-2020 06:35,275.316666666667,0.0,0.0,0
23-Apr-2020 06:37,23-Apr-2020 07:05,28.2166666666667,0.0,0.0,0
24-Apr-2020 04:55,24-Apr-2020 06:48,113.694001879295,0.0,0.0,0
